request	SetSpec	SetName
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae	Acta Scientiae Veterinariae
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Rev	Review
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Mini+Review	Mini Review
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Art	Articles
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:short	Short Communication
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Case	Case Report
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Hospital+Forum	Hospital Forum
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Adt	Abstracts of dissertations and theses
http://seer.ufrgs.br/index.php/ActaScientiaeVeterinariae/oai/?verb=ListSets	ActaScientiaeVeterinariae:Fast+Track	Fast Track
http://seer.ufrgs.br/index.php/anaisfamed/oai/?verb=ListSets	anaisfamed	Anais da Faculdade de Medicina de Porto Alegre
http://seer.ufrgs.br/index.php/anaisfamed/oai/?verb=ListSets	anaisfamed:ART	Artigos
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos	AEDOS
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:EXP	Expediente
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:ED	Editorial
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:SLD	Saudação
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:APR	Apresentação
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:COM	Comunicações
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:CON	Conferências
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:DT	Dossiê Temático
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:ART	Artigos
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:MR	Mesa Redonda
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:RE	Resenhas
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:RC	Resenhas de Clássicos
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:ENT	Entrevistas
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:FP	Fonte Primária
http://seer.ufrgs.br/index.php/aedos/oai/?verb=ListSets	aedos:TRA	Traduções
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90	Anos 90
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:ART	Artigos
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:RES	Resenhas
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:ENT	Entrevista
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:APRES	Apresentação
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHM	Dossiê: História e Memória
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHG	Dossiê: História e Gênero
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:PPG	Programa de Pós-Graduação em História
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:SXC	Saber e poder ao tempo de Afonso X de Castela
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:CSP	Cultura e sociedade em Portugal
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:MPD	Memórias, percursos e desafios
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:HAA	História antiga e arqueologia clássica
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DAP	Dossiê projeto Apollonia
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DTS	Dossiê I - Trabalhismo(s)
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DTF	Dossiê II - Foucault: jogos e diálogos
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:TRA	Traduções
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DSE	Dossiê etnicidade
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:LPR	Linhas de pesquisa - Reflexões
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:ERI	Ex-alunos - Repensando Itinerários
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:TEP	Teoria e Pesquisa
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DAB	Dossiê: África - Brasil
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHF	Dossiê: A História e suas fontes
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DAL	Dossiê História Intelectual Latino-Americana
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DAT	Dossiê Antiguidade no Brasil Contemporâneo
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:HPQTM	Dossiê: História e Patrimônio: questões teóricas e metodológicas
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:VGMMA	Dossiê: Violência, Guerra e Migração no Mundo Antigo
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:PA80	Dossiê: Presença dos anos 1980: esperanças, nostalgias e historiografia
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:CDAF	Dossiê: As conexões e as dinâmicas atlânticas na formação do mundo moderno
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DMT	Dossiê: Mundos do Trabalho
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHIA	Dossiê: História indígena na América
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DSN	Dossiê:Ditaduras de Segurança Nacional  no Cone Sul (n. 35)
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DCL	Dossiê: Campanha da Legalidade
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHM	Dossiê: História e Mídia (v.19 n.36)
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:exp	Expediente
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:RLA	Redes Latino-americanas (n.37)
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DUN	Universo normativo e relações de poder na Idade Média: doutrinas, regras, leis e resoluções de conflitos entre os século
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:HCH	Dossiê: História e cultura histórica no alvorecer da época moderna (séculos XIV-XVII)
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:EDT	Editorial
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:DHA	Dossiê: História das Sociedades Africanas: temas, questões e perspectivas de estudo
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:EUA	Dossiê: Estados Unidos - História e Historiografia
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:UPPM	Dossiê: Usos públicos e políticos da memória - Construções, conflitos e representações
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:CDAFMM	As conexões e as dinâmicas atlânticas na formação do mundo moderno
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:HPPE	Dossiê História Política: problemas e estudos
http://seer.ufrgs.br/index.php/anos90/oai/?verb=ListSets	anos90:PGHB	Dossiê: DILEMAS E POSSIBILIDADES DA PÓS-GRADUAÇÃO EM HISTÓRIA NO BRASIL
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido	Ambiente Construído
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:ED	Editorial
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:ART	Artigos
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:ENG	Special Issue
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:SBT	Tecnologia das Argamassas
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:GEC	Gestão e Economia da Construção e Tecnologia de Informação e Comunicação
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:STC	Sustentabilidade Ambiental e Melhoria das Condições do Trabalho em Canteiros de Obras
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:CEE	Conforto e Eficiência Energética no Ambiente Construído
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:TIC	Tecnologia da Informação e Comunicação no Ambiente Construído
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:ENCAC	Edição especial ENCAC
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:CAL	Cal na Construção - V Jornadas Fical
http://seer.ufrgs.br/index.php/ambienteconstruido/oai/?verb=ListSets	ambienteconstruido:RMC	Resíduo como Material para Construção
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica	Análise Econômica
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:EDT	Editorial
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:ART	Artigos
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:RES	Resenha de livro
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:EXP	Expediente
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:ADHOC	Lista de Avaliadores Ad hoc
http://seer.ufrgs.br/index.php/AnaliseEconomica/oai/?verb=ListSets	AnaliseEconomica:NP	Missão, políticas e normas
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed	Arquivos rio-grandenses de medicina
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:EDIT	Editorial
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:ART+1	Artigos 1
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:PRAT	Pratica Medica
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:CC	Casos clinicos
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:NC	Notas de clinica
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:QH	Questões de higiene
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:ART+2	Artigos 2
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:N	Noticiario
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:PQ	Psiquiatria forense
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:AN	Analyses
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:REV	Revista das revistas
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:FM	Faculdade de Medicina
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:EP	Expressões pittorescas
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:SM	Sociedade de Medicina
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:ER	Emollientes e revulsivos
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:ART+3	Artigos 3
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:EST	Estatistica
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:IL	Ilustração
http://seer.ufrgs.br/index.php/riograndemed/oai/?verb=ListSets	riograndemed:GAB	Gabinete de Identificação e Estatistica
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral	AUSTRAL: Brazilian Journal of Strategy & International Relations
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral:PRES	Presentation
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral:EDT	Editor's Note
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral:ART	Articles
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral:RES	Book Review
http://seer.ufrgs.br/index.php/austral/oai/?verb=ListSets	austral:COMP	Complete Edition
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg	Boletim Gaúcho de Geografia
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:HOM	Homenagem
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:AP	Apresentação
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:ART	Artigos
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:NR	Notas e Resenhas
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:ENT	Entrevista
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:ANE	Anexos
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:PAL	Palestras
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:COM	Comunicações
http://seer.ufrgs.br/index.php/bgg/oai/?verb=ListSets	bgg:CRG	Comunicações da representação gaúcha
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil	Brasil/Brazil
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil:ENS	ENSAIO/ESSAY
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil:LIT	LITERATURA/LITERATURE
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil:RES	RESENHA/REVIEW
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil:SUM	SUMÁRIO/ SUMMARY
http://seer.ufrgs.br/index.php/brasilbrazil/oai/?verb=ListSets	brasilbrazil:FOR	FÓRUM/FORUM
http://seer.ufrgs.br/index.php/cadernosdeinformatica/oai/?verb=ListSets	cadernosdeinformatica	Cadernos de Informática
http://seer.ufrgs.br/index.php/cadernosdeinformatica/oai/?verb=ListSets	cadernosdeinformatica:EDI	Editorial
http://seer.ufrgs.br/index.php/cadernosdeinformatica/oai/?verb=ListSets	cadernosdeinformatica:ART	Artigos Completos
http://seer.ufrgs.br/index.php/cadernosdeinformatica/oai/?verb=ListSets	cadernosdeinformatica:ARC	Artigos Curtos
http://seer.ufrgs.br/index.php/cadernosdetraducao/oai/?verb=ListSets	cadernosdetraducao	Cadernos de Tradução
http://seer.ufrgs.br/index.php/cadernosdetraducao/oai/?verb=ListSets	cadernosdetraducao:APR	Apresentação
http://seer.ufrgs.br/index.php/cadernosdetraducao/oai/?verb=ListSets	cadernosdetraducao:PREF	Prefácio
http://seer.ufrgs.br/index.php/cadernosdetraducao/oai/?verb=ListSets	cadernosdetraducao:ART	Artigos
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao	Cadernos do Aplicação
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:EXP	Expediente
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:EDT	Editorial
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:APRES	Apresentação Temática Especial
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:TEM	Temática especial
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:PED	Pesquisa em Educação Básica
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:REL	Relatos de Experiência
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:PP	Projetos de Pesquisa
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:ALU	Cadernos dos Alunos
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:PHIST	Um pouco de História
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:EI	EDIÇÃO IMPRESSA
http://seer.ufrgs.br/index.php/CadernosdoAplicacao/oai/?verb=ListSets	CadernosdoAplicacao:SL	Seção Livre
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir	Cadernos do Programa de Pós-Graduação em Direito – PPGDir./UFRGS
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:PD	Íntegra e Prefácio
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:ART	Artigos
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:ACon	Autores Convidados
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:PA	Seções Especiais
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:RP	Revistas Pré-Digitalização
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:RPDI	Revistas Pré-Digitalização - Dados Iniciais
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ppgdir:RPDF	Revistas Pré-Digitalização - Dados Finais
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	ec_fundedresources	EC_fundedresources
http://seer.ufrgs.br/index.php/ppgdir/oai/?verb=ListSets	driver	Open Access DRIVERset
http://seer.ufrgs.br/index.php/cadernosdoil/oai/?verb=ListSets	cadernosdoil	Cadernos do IL
http://seer.ufrgs.br/index.php/cadernosdoil/oai/?verb=ListSets	cadernosdoil:ART+2018	Artigos 2018
http://seer.ufrgs.br/index.php/cadernosdoil/oai/?verb=ListSets	cadernosdoil:ART	Artigos
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa	Clinical & Biomedical Research
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:Ed	Editorial
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:RA	Review Articles
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:SA	Special Articles
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:ART	Original Articles
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:CR	Case Report
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:IM	Case Report: Images in Medicine
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:LE	Letter to the Editor
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:BC	Brief Communication
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:B	Biostatistics
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:SB	Bioethics
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:PNM	Nobel Prize
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:DI	Diagnostic Images
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:SP	Patients
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:MT	Masthead
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:IA	Instructions for Authors
http://seer.ufrgs.br/index.php/hcpa/oai/?verb=ListSets	hcpa:RE	Reviewers
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto	ConTexto
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:EDI	Editorial
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:ART	Artigos
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:ARP	Artigos Premiados
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:EXP	Expediente
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:AD+HOC	Lista de Avaliadores Ad Hoc - Ano 2011
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:AD+HOC	Lista de Avaliadores Ad hoc - Ano 2012
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:ADHOC	Lista de Avaliadores Ad hoc - Ano 2013
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:ADHOC	Lista de Avaliadores Ad Hoc - Ano 2014
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:AD+HOC	Lista de Avaliadores Ad Hoc - Ano 2016
http://seer.ufrgs.br/index.php/ConTexto/oai/?verb=ListSets	ConTexto:CUE	Contabilidade para Usuários Externos
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena	Cena
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:ART	Artigos
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:ENT	Entrevistas
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:INT	Introdução
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:MEM	Memória
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:EDI	Editorial
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:CON	Conexões
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:EXP	Expediente
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:EXTDS	Artigos Extradossiê
http://seer.ufrgs.br/index.php/cena/oai/?verb=ListSets	cena:ENS	Ensaio
http://seer.ufrgs.br/index.php/cenamov/oai/?verb=ListSets	cenamov	Cena em Movimento
http://seer.ufrgs.br/index.php/cenamov/oai/?verb=ListSets	cenamov:EDT	Editorial
http://seer.ufrgs.br/index.php/cenamov/oai/?verb=ListSets	cenamov:ART	Artigos
http://seer.ufrgs.br/index.php/cenamov/oai/?verb=ListSets	cenamov:EXP	Expediente
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral	Conjuntura Austral
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral:EDIT	EDITORIAL
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral:CONJ	ANÁLISE DE CONJUNTURA
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral:ART	ARTIGOS
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral:RESENHAS	LEITURA
http://seer.ufrgs.br/index.php/ConjunturaAustral/oai/?verb=ListSets	ConjunturaAustral:COMP	EDIÇÃO COMPLETA
http://seer.ufrgs.br/index.php/CienciasSociaiseReligiao/oai/?verb=ListSets	CienciasSociaiseReligiao	Ciencias Sociales y Religión/Ciências Sociais e Religião
http://seer.ufrgs.br/index.php/CienciasSociaiseReligiao/oai/?verb=ListSets	CienciasSociaiseReligiao:EXP	Expediente e Sumário
http://seer.ufrgs.br/index.php/CienciasSociaiseReligiao/oai/?verb=ListSets	CienciasSociaiseReligiao:NCE	Nota do Comitê Editorial Executivo da ACSRM
http://seer.ufrgs.br/index.php/CienciasSociaiseReligiao/oai/?verb=ListSets	CienciasSociaiseReligiao:APR	Apresentação
http://seer.ufrgs.br/index.php/CienciasSociaiseReligiao/oai/?verb=ListSets	CienciasSociaiseReligiao:ART	Artigos
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia	Contingentia
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:ART	Artigos
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:RES	Resenhas
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:TRA	Tradução
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:ENTR	Entrevista
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:LIT	Literatura
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:LING	Lingüística
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:ART	Arte e Cultura
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:THB	Herbert Caro
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:DEP	Depoimentos
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:DOC	Documentação
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:CULT	Cultura
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:AN	Anais
http://seer.ufrgs.br/index.php/contingentia/oai/?verb=ListSets	contingentia:NOT	Nota de encerramento
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner	Debates do NER
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:EXS	Expediente e Sumário
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:APR	Apresentação
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:ART	Artigos
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:COM	Comentários
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:COC	Comentarista Convidado
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:ANE	Anexo
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:INS	Instrução para os Autores
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:Res	Resenha
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:Summ	Summary
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:DOT	Dossiê Temático
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:expe	Expediente
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:SPI	Sumário (Português e Inglês)
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:Deb	Debate
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:Com	Comentários
http://seer.ufrgs.br/index.php/debatesdoner/oai/?verb=ListSets	debatesdoner:Resp	Resposta aos comentários
